ID,oneway,coords
801732279,yes,"[(-16.0784178, -54.8735082), (-16.0774137, -54.8737693), (-16.0761426, -54.8741088), (-16.0740219, -54.8743594), (-16.0722899, -54.8743487), (-16.0701958, -54.8741247), (-16.0693114, -54.8739455), (-16.0688053, -54.8738337), (-16.0669702, -54.873265), (-16.0660583, -54.8729086), (-16.0655783, -54.8727052), (-16.0652858, -54.8725824), (-16.0629596, -54.8716826), (-16.0620073, -54.8714438), (-16.0619383, -54.8714358), (-16.0610523, -54.8714304), (-16.0601244, -54.8715484), (-16.0595058, -54.8717415), (-16.0589838, -54.8720286), (-16.0540104, -54.8755396), (-16.0494325, -54.8788494)]"
801732280,yes,"[(-16.1213064, -54.8518042), (-16.1210927, -54.8521253), (-16.1196515, -54.8542908)]"
808612056,yes,"[(-15.9937207, -54.9217954), (-15.9921256, -54.9232218), (-15.9916763, -54.9236339), (-15.9909196, -54.9242872), (-15.9900034, -54.9249394), (-15.989429, -54.9253557), (-15.9889328, -54.9257272), (-15.9888778, -54.9257726), (-15.9885948, -54.9260065), (-15.9881708, -54.9263875), (-15.9871623, -54.9273241), (-15.9850423, -54.9289941), (-15.9815979, -54.9317904), (-15.981182, -54.9320635), (-15.9805729, -54.9324395), (-15.9803039, -54.9326182), (-15.9800379, -54.9328185), (-15.9794589, -54.933267), (-15.9793518, -54.93335), (-15.9790227, -54.9336233), (-15.9789784, -54.9336601), (-15.978043, -54.93443), (-15.9777352, -54.9347256), (-15.9774777, -54.9350275), (-15.9772379, -54.9352801), (-15.9770324, -54.9355237), (-15.9768742, -54.935684), (-15.9767773, -54.9357821), (-15.976727, -54.9358261), (-15.976454, -54.9360652), (-15.9755226, -54.9368071), (-15.9753691, -54.9369294), (-15.9738307, -54.9381549), (-15.9737082, -54.9382524), (-15.9736391, -54.9383079), (-15.9728948, -54.9389059), (-15.9721338, -54.9395207), (-15.9719593, -54.9396575), (-15.9718572, -54.9397566), (-15.9717619, -54.9398663), (-15.9716481, -54.9400513)]"
808612057,yes,"[(-15.9943534, -54.9211913), (-15.9937207, -54.9217954)]"
808612058,yes,"[(-16.0080965, -54.9146872), (-16.0075503, -54.914811), (-16.0064859, -54.9150219), (-16.0047978, -54.9153677), (-16.0038608, -54.9155429), (-16.0026218, -54.9157888), (-16.0008969, -54.9161696), (-16.0001002, -54.916411), (-15.9995914, -54.91663), (-15.999154, -54.9168509), (-15.9988317, -54.917036), (-15.9985764, -54.9171942), (-15.9983603, -54.9173415), (-15.9980633, -54.9175617), (-15.9974718, -54.9180918), (-15.9972408, -54.9183099), (-15.9969461, -54.9185875), (-15.9966802, -54.9188241), (-15.996211, -54.9192834), (-15.9954954, -54.9200437), (-15.9943534, -54.9211913)]"
808612059,yes,"[(-15.9916896, -54.9240436), (-15.9926844, -54.9230867), (-15.9927233, -54.9230508), (-15.9939225, -54.9219421)]"
808612060,yes,"[(-15.9939225, -54.9219421), (-15.9945685, -54.9213529)]"
808612061,yes,"[(-15.9945685, -54.9213529), (-15.9955012, -54.9204824), (-15.9962504, -54.9197802), (-15.9971546, -54.9189144), (-15.9972129, -54.9188616), (-15.997503, -54.9185986), (-15.9979963, -54.918133), (-15.9983366, -54.9178487), (-15.9985455, -54.9176985), (-15.9988136, -54.9175134), (-15.9990225, -54.917382), (-15.9992416, -54.9172452), (-15.9995227, -54.9170843), (-15.9998114, -54.9169502), (-16.0004483, -54.9167034), (-16.0012372, -54.9164915), (-16.0039294, -54.9159363), (-16.0043821, -54.9158483), (-16.0078663, -54.9151394), (-16.0082037, -54.9150592), (-16.0086213, -54.9149305), (-16.0089359, -54.9147964), (-16.0091447, -54.9146783), (-16.0093136, -54.9145871), (-16.0094579, -54.9145), (-16.0096498, -54.9143786)]"
808965592,yes,"[(-16.0495202, -54.8789942), (-16.0583395, -54.8727225), (-16.0594852, -54.8721171), (-16.060413, -54.8718998), (-16.0614132, -54.8718489), (-16.0618814, -54.8718541), (-16.0623436, -54.8719454), (-16.0629597, -54.8721063), (-16.0649031, -54.8729016), (-16.0653247, -54.8730728), (-16.0658728, -54.8732958), (-16.067795, -54.8740053), (-16.0692155, -54.8743902), (-16.0694677, -54.8744466), (-16.0711868, -54.8747134), (-16.0733106, -54.8747671), (-16.074259, -54.874687), (-16.0750091, -54.874608), (-16.0755951, -54.8745215), (-16.0763853, -54.8743721), (-16.077139, -54.8742102), (-16.0776455, -54.874066), (-16.078175, -54.8739048)]"
808965593,yes,"[(-16.048822, -54.8795216), (-16.0495202, -54.8789942)]"
808965594,yes,"[(-16.0487091, -54.8793581), (-16.0473705, -54.8802743), (-16.0467672, -54.8806411), (-16.0462646, -54.8809303), (-16.0458404, -54.8810983), (-16.0454474, -54.8812176), (-16.0379564, -54.8828459), (-16.0372103, -54.8830833), (-16.0365438, -54.8834145), (-16.0359874, -54.8838292), (-16.0355146, -54.8841271), (-16.0340278, -54.8851633), (-16.0303775, -54.8877061), (-16.0298619, -54.8882425), (-16.0293154, -54.8891115), (-16.0288617, -54.8899591), (-16.0275448, -54.8923788), (-16.0273149, -54.8928063), (-16.0247917, -54.8974488), (-16.0246648, -54.8976638), (-16.0245513, -54.8978367), (-16.0243374, -54.8981157), (-16.0240744, -54.8984161), (-16.0238492, -54.8986721), (-16.0233216, -54.8992717)]"
808965595,yes,"[(-16.0494325, -54.8788494), (-16.0487091, -54.8793581)]"
817979465,yes,"[(-16.0123726, -54.911119), (-16.0116429, -54.9117628), (-16.0113645, -54.9120256), (-16.0111402, -54.9122536), (-16.0107763, -54.9126411), (-16.0102507, -54.9132192), (-16.0096191, -54.9138656), (-16.0094102, -54.9140373), (-16.0091679, -54.9142036), (-16.0089591, -54.9143431), (-16.0085285, -54.9145415), (-16.0080965, -54.9146872)]"
817979466,yes,"[(-16.0121289, -54.9117681), (-16.0151337, -54.908575), (-16.0178742, -54.9056111), (-16.0195693, -54.9038221), (-16.019726, -54.9036579), (-16.0204381, -54.9029088), (-16.0210118, -54.9022972), (-16.0218651, -54.901384), (-16.0221976, -54.9010138), (-16.023671, -54.8994327), (-16.0243012, -54.8987514), (-16.024716, -54.898315)]"
817979467,no,"[(-16.0082427, -54.9159107), (-16.0076326, -54.9165586), (-16.0068243, -54.9174263), (-16.0064943, -54.9177736), (-16.0056263, -54.9187146), (-16.0052686, -54.9190695), (-16.0043595, -54.9200307), (-16.0043173, -54.9200738), (-16.0042061, -54.9201876), (-16.0040231, -54.9203378), (-16.0037639, -54.9205121), (-16.0035989, -54.92061), (-16.0035092, -54.9206469), (-16.0033849, -54.9207026)]"
832988771,yes,"[(-16.024716, -54.898315), (-16.0249596, -54.8980418), (-16.0251687, -54.8978209), (-16.0256356, -54.8974174), (-16.0261596, -54.8970244), (-16.0266391, -54.8967137)]"
832988772,yes,"[(-16.0745108, -54.8755488), (-16.0757121, -54.8750376), (-16.0776627, -54.8741404), (-16.078175, -54.8739048)]"
835292586,no,"[(-11.6934003, -55.451608), (-11.6925009, -55.4513507)]"
835292587,no,"[(-11.6939045, -55.4517356), (-11.6935261, -55.451637), (-11.6934003, -55.451608)]"
835292588,no,"[(-11.6946358, -55.4519007), (-11.6939045, -55.4517356)]"
835295167,no,"[(-11.8500702, -55.492346), (-11.8491318, -55.4921001)]"
835296170,no,"[(-11.8582034, -55.4944339), (-11.8578749, -55.4943453)]"
835352383,no,"[(-11.8578749, -55.4943453), (-11.8561438, -55.4939041)]"
835352404,no,"[(-11.8588584, -55.4945921), (-11.8585295, -55.494512)]"
835352701,no,"[(-11.8598646, -55.494871), (-11.8588584, -55.4945921)]"
835352702,no,"[(-11.8608648, -55.4951285), (-11.8598646, -55.494871)]"
835355523,no,"[(-12.2868259, -55.5620391), (-12.2865109, -55.5618708)]"
835355524,no,"[(-12.2872319, -55.5622864), (-12.2870218, -55.5621585), (-12.2868259, -55.5620391)]"
835355525,no,"[(-12.2919161, -55.5658825), (-12.2887802, -55.5633629), (-12.2880328, -55.5628036), (-12.2879188, -55.56273), (-12.2876121, -55.562532), (-12.2872319, -55.5622864)]"
835356778,no,"[(-12.3138194, -55.5792997), (-12.3099955, -55.5774223), (-12.3033483, -55.5741344), (-12.3026015, -55.573765), (-12.3009164, -55.5729315), (-12.3000716, -55.5724311), (-12.2995671, -55.5720797), (-12.2985411, -55.5712885), (-12.2972, -55.5702002), (-12.2922698, -55.5661667)]"
835356779,no,"[(-12.3143697, -55.5795696), (-12.3138194, -55.5792997)]"
835356780,no,"[(-12.3146564, -55.5797056), (-12.3143697, -55.5795696)]"
835356781,no,"[(-12.3152949, -55.5800143), (-12.3146564, -55.5797056)]"
835357655,no,"[(-12.4793642, -55.6771687), (-12.4791478, -55.6770517)]"
835357656,no,"[(-12.479693, -55.6773487), (-12.4795079, -55.6772463)]"
835357657,no,"[(-12.4987827, -55.6877928), (-12.4978792, -55.6873346), (-12.4965692, -55.6866127), (-12.4960062, -55.686307), (-12.4953751, -55.6859636), (-12.4942884, -55.6853655), (-12.4923086, -55.6842873), (-12.4903682, -55.6832224), (-12.4885848, -55.6822434), (-12.4878437, -55.6818411), (-12.4873671, -55.6815755), (-12.4870058, -55.6813745), (-12.4863824, -55.6810311), (-12.4858115, -55.6807011), (-12.479693, -55.6773487)]"
835360707,no,"[(-13.0296688, -55.8982206), (-13.029376, -55.8981006)]"
835360709,no,"[(-13.028856, -55.8979143), (-13.0285868, -55.8977916)]"
835360710,no,"[(-13.029376, -55.8981006), (-13.028856, -55.8979143)]"
836176976,yes,"[(-15.6495638, -56.1960911), (-15.649668, -56.196048)]"
836176978,yes,"[(-15.6492441, -56.1951844), (-15.6492435, -56.1955303)]"
836190002,no,"[(-15.2543959, -56.4649565), (-15.2513985, -56.4679491), (-15.251056, -56.4682911), (-15.2505793, -56.4687918), (-15.2501742, -56.4693411), (-15.2494167, -56.4704769), (-15.2478501, -56.4730973), (-15.2465108, -56.4753375)]"
836190003,no,"[(-15.2548352, -56.464516), (-15.2543959, -56.4649565)]"
836190004,no,"[(-15.2550166, -56.4643546), (-15.2548352, -56.464516)]"
836190005,no,"[(-15.2556769, -56.4636821), (-15.2550166, -56.4643546)]"
836191552,no,"[(-15.4122165, -56.3557321), (-15.4077009, -56.3644475), (-15.4039169, -56.3747407), (-15.4033055, -56.3758628), (-15.4026, -56.3769686), (-15.3961688, -56.3861355), (-15.3955115, -56.3870854), (-15.3936035, -56.3898423), (-15.3931381, -56.3903949), (-15.3924825, -56.391001), (-15.3918321, -56.391449), (-15.3906375, -56.3919295), (-15.3884581, -56.3927101), (-15.3877526, -56.3931329), (-15.3871579, -56.3935827), (-15.3864199, -56.3943038), (-15.3848795, -56.3964486), (-15.3843662, -56.396969), (-15.3838014, -56.3974586), (-15.3830488, -56.3978326), (-15.3812722, -56.3987272), (-15.3808851, -56.3989221), (-15.3797125, -56.399627), (-15.3655217, -56.409118), (-15.3645764, -56.4096558), (-15.3634759, -56.4101292), (-15.3568431, -56.4128046)]"
836191553,no,"[(-15.4124483, -56.3552726), (-15.4122165, -56.3557321)]"
836199316,no,"[(-15.6674984, -56.182046), (-15.6672485, -56.1822112), (-15.6667077, -56.1825992), (-15.6661419, -56.1830051), (-15.6655647, -56.1834142), (-15.6650435, -56.1838161), (-15.6638989, -56.1846279), (-15.6638207, -56.1846791), (-15.6630379, -56.185192), (-15.662875, -56.1853064), (-15.6627765, -56.1853836), (-15.6614418, -56.1863141), (-15.661129, -56.1865322), (-15.6599165, -56.1873825), (-15.6594848, -56.1877363), (-15.6589966, -56.1880796), (-15.658494, -56.1884354), (-15.6580238, -56.1887683), (-15.6578992, -56.1888565), (-15.6574539, -56.1891453), (-15.6568344, -56.1896134), (-15.6566729, -56.189727), (-15.6561598, -56.1900836), (-15.6557563, -56.1903691), (-15.6555877, -56.1904824), (-15.6551782, -56.1907676), (-15.6544164, -56.1913032)]"
836199317,no,"[(-15.6676618, -56.1819644), (-15.6674984, -56.182046)]"
836199318,no,"[(-15.6678994, -56.1817998), (-15.6677068, -56.1819359), (-15.6676618, -56.1819644)]"
836199319,no,"[(-15.6680667, -56.1816816), (-15.6680199, -56.1817147), (-15.6678994, -56.1817998)]"
836199698,no,"[(-15.6956614, -56.1665345), (-15.6953589, -56.1666806), (-15.6950684, -56.1668243), (-15.6948527, -56.1669277)]"
836199699,no,"[(-15.6969163, -56.1659212), (-15.6967182, -56.1660198), (-15.6962322, -56.166255), (-15.6961513, -56.1662946)]"
836199967,no,"[(-15.7010378, -56.1618015), (-15.700999, -56.1620026), (-15.7009339, -56.1623018), (-15.7008706, -56.1625305), (-15.7008228, -56.1626793), (-15.7007751, -56.1628168), (-15.700692, -56.1630211), (-15.7005866, -56.1632372), (-15.7004768, -56.1634411), (-15.7003548, -56.1636295), (-15.7002363, -56.1637965), (-15.7001469, -56.1639125), (-15.7000495, -56.1640292), (-15.6998752, -56.164223), (-15.6996928, -56.1644028), (-15.6995589, -56.1645133), (-15.6994272, -56.1646152), (-15.6991715, -56.1647869), (-15.6991088, -56.1648259), (-15.6989701, -56.1649056), (-15.6986721, -56.165065), (-15.6977572, -56.1655118), (-15.6972475, -56.1657623)]"
836199968,no,"[(-15.7014426, -56.1596736), (-15.7013735, -56.1600319)]"
836199969,no,"[(-15.7014801, -56.1594794), (-15.7014426, -56.1596736)]"
836199970,no,"[(-15.701574, -56.1589921), (-15.7015141, -56.1593029)]"
836200433,no,"[(-15.7060487, -56.1326986), (-15.7060529, -56.1328046), (-15.7060612, -56.1330115), (-15.7060656, -56.1331216)]"
836200434,no,"[(-15.7060312, -56.1320553), (-15.7060412, -56.1324203)]"
836200435,no,"[(-15.7060113, -56.1315786), (-15.7060233, -56.1318663), (-15.7060312, -56.1320553)]"
836200436,no,"[(-15.7040199, -56.1202297), (-15.7047573, -56.121356), (-15.7051919, -56.1220947), (-15.7053905, -56.1224881), (-15.7055438, -56.122858), (-15.7056913, -56.1234483), (-15.7057668, -56.1241179), (-15.7057994, -56.1257968), (-15.7058142, -56.1261233), (-15.7058232, -56.1262639), (-15.7058348, -56.1265814), (-15.7060073, -56.1314905), (-15.7060113, -56.1315786)]"
836203674,yes,"[(-15.6244498, -56.0618419), (-15.6245656, -56.0616625), (-15.6246943, -56.0614056), (-15.6247591, -56.0612154), (-15.624792, -56.0611255), (-15.6248605, -56.0609311), (-15.6250013, -56.0606696), (-15.6251299, -56.0604705)]"
836218763,yes,"[(-15.9689481, -54.9435732), (-15.9689292, -54.9438975)]"
836218765,yes,"[(-15.9689292, -54.9438975), (-15.9689187, -54.9442081), (-15.9689202, -54.9444261), (-15.968937, -54.9446137), (-15.9689724, -54.9449274), (-15.9689997, -54.9452595), (-15.969013, -54.9458381), (-15.9690043, -54.9466122), (-15.9690479, -54.947316)]"
839152539,yes,"[(-15.7012138, -55.8681774), (-15.7011681, -55.8703579), (-15.7011552, -55.8708463), (-15.7011386, -55.8712026), (-15.7010674, -55.8725104)]"
860726759,yes,"[(-12.5475745, -55.7112099), (-12.5478173, -55.7113762), (-12.5486237, -55.7119241), (-12.548771, -55.7120374), (-12.5489156, -55.7121655), (-12.5491729, -55.7124216), (-12.5493581, -55.7125604), (-12.54958, -55.7126999), (-12.5498202, -55.7128239), (-12.5500735, -55.71295), (-12.5503019, -55.7130633), (-12.5504832, -55.7131699), (-12.5506141, -55.7132477), (-12.5508766, -55.7134214), (-12.550999, -55.7135025)]"
860726760,yes,"[(-12.5468709, -55.710762), (-12.5470975, -55.7109043)]"
860726761,yes,"[(-12.5472112, -55.7109833), (-12.5475745, -55.7112099)]"
860726762,yes,"[(-12.5470975, -55.7109043), (-12.5472112, -55.7109833)]"
860726763,yes,"[(-12.5472629, -55.7109055), (-12.547149, -55.7108314)]"
860726764,yes,"[(-12.5470351, -55.710758), (-12.5463289, -55.7103295)]"
862789851,yes,"[(-15.6080954, -56.0810366), (-15.6083612, -56.0812795)]"
866927716,no,"[(-12.4255858, -55.6417286), (-12.4248969, -55.6411868)]"
866927717,no,"[(-12.4360612, -55.6496358), (-12.4354712, -55.6491959), (-12.4258845, -55.6419513), (-12.4257928, -55.6418708), (-12.4255858, -55.6417286)]"
866953561,yes,"[(-15.8020868, -55.6553315), (-15.8034095, -55.6527217), (-15.8036369, -55.6522679), (-15.8066509, -55.6462525), (-15.8112666, -55.6371127), (-15.8114871, -55.6365182), (-15.8116436, -55.6359836), (-15.8117867, -55.6353097), (-15.8118539, -55.6345208), (-15.8118136, -55.6336782), (-15.8117256, -55.6330746), (-15.8116123, -55.6325906), (-15.8114155, -55.6320235), (-15.8111914, -55.6315212), (-15.8026418, -55.6150244), (-15.8019332, -55.6136572), (-15.7986556, -55.6073339)]"
866953562,yes,"[(-15.8018997, -55.6556922), (-15.8020868, -55.6553315)]"
867265402,no,"[(-12.1941424, -55.5339374), (-12.193947, -55.5338442)]"
867265403,no,"[(-12.2865109, -55.5618708), (-12.2854753, -55.5613711), (-12.2853726, -55.5613325), (-12.2849822, -55.5611857), (-12.2841461, -55.5608713), (-12.2821215, -55.560251), (-12.2803138, -55.559759), (-12.2796075, -55.5595525), (-12.2785356, -55.5592373), (-12.2761139, -55.5585332), (-12.2748637, -55.5581765), (-12.2684451, -55.556311), (-12.2644022, -55.5551215), (-12.2617052, -55.554345), (-12.2599426, -55.5538246), (-12.2495998, -55.5508165), (-12.2430186, -55.5488948), (-12.2423387, -55.5486973), (-12.2414256, -55.548432), (-12.2302578, -55.5451721), (-12.2299352, -55.5450779), (-12.2293815, -55.544919), (-12.2261657, -55.543993), (-12.2220776, -55.542794), (-12.2153811, -55.5408642), (-12.2109731, -55.5395968), (-12.206308, -55.5382262), (-12.2027899, -55.5372043), (-12.2006664, -55.536578), (-12.1990409, -55.5360992), (-12.1984707, -55.5358994), (-12.1979831, -55.5357049), (-12.1974562, -55.535481), (-12.1964403, -55.5349995), (-12.195815, -55.5347112), (-12.1948489, -55.5342606), (-12.1941424, -55.5339374)]"
870421480,yes,"[(-15.6104735, -56.077652), (-15.6100279, -56.0781401), (-15.6098819, -56.0783145), (-15.609785, -56.0784379), (-15.6096084, -56.0786481), (-15.6095293, -56.0787423), (-15.609249, -56.0790877), (-15.609072, -56.0792888), (-15.6086562, -56.079754), (-15.608589, -56.0798319)]"
870421482,yes,"[(-15.6105723, -56.0777448), (-15.6107417, -56.0775525), (-15.6110605, -56.0771904), (-15.6112384, -56.0769972), (-15.6115481, -56.076616), (-15.6121947, -56.0759004), (-15.6124586, -56.0756099)]"
880958525,no,"[(-12.4795079, -55.6772463), (-12.4793642, -55.6771687)]"
881980609,no,"[(-15.9975979, -54.9222207), (-15.9969366, -54.9223897), (-15.9955727, -54.9227303), (-15.9941984, -54.9230656), (-15.993595, -54.9232292), (-15.9931902, -54.9233553), (-15.9929556, -54.9234438)]"
881980613,yes,"[(-15.9916896, -54.9240436), (-15.9922027, -54.9237952), (-15.9923006, -54.9237437), (-15.992427, -54.9236771), (-15.9927287, -54.9235377), (-15.9928901, -54.9234709)]"
881980614,yes,"[(-16.0096498, -54.9143786), (-16.0100548, -54.9140078), (-16.0104338, -54.9136108), (-16.0110165, -54.9129467), (-16.0117383, -54.9121732), (-16.0120588, -54.9118457), (-16.0121289, -54.9117681)]"
881980615,yes,"[(-16.0082427, -54.9159107), (-16.0096498, -54.9143786)]"
883384453,yes,"[(-15.9716481, -54.9400513), (-15.9725053, -54.9393573), (-15.9738359, -54.9382818), (-15.9754439, -54.9369856), (-15.9762732, -54.9363264), (-15.9768249, -54.9358757), (-15.9773403, -54.9354566), (-15.97751, -54.9353138)]"
885365780,yes,"[(-16.8576908, -54.7068561), (-16.8573218, -54.7067361)]"
885365781,yes,"[(-17.0193634, -54.7616775), (-17.0185942, -54.7613854), (-17.0180966, -54.7611836), (-17.0172156, -54.7608107), (-17.0162449, -54.7604339), (-17.0144149, -54.7597902), (-17.0138686, -54.7596024), (-17.0123925, -54.7590968), (-17.0095058, -54.7580534), (-17.0063846, -54.7569621), (-17.0057007, -54.756723), (-17.0034051, -54.7559211), (-17.0010915, -54.7550983), (-16.9961438, -54.7533008), (-16.9937221, -54.7524543), (-16.9829355, -54.7486686), (-16.9721982, -54.7450771), (-16.9708516, -54.7446052), (-16.97029, -54.7443696), (-16.9696782, -54.7441014), (-16.9696492, -54.7440909), (-16.9693308, -54.7439761), (-16.9674842, -54.7433574), (-16.967104, -54.7432465), (-16.9664451, -54.743065), (-16.9660089, -54.7429532), (-16.9659455, -54.7429369), (-16.9656241, -54.7428476), (-16.9557035, -54.7395864), (-16.9539934, -54.7389883), (-16.94263, -54.7352318), (-16.9414456, -54.7348288), (-16.9390542, -54.7340252), (-16.9098851, -54.7242951), (-16.902071, -54.721667), (-16.8985443, -54.7204927), (-16.8851222, -54.7160121), (-16.8819751, -54.7148039), (-16.881514, -54.7146576), (-16.8803016, -54.714273), (-16.8772077, -54.7133656), (-16.8576908, -54.7068561)]"
885365782,yes,"[(-16.857635, -54.7069962), (-16.864193, -54.7092187), (-16.8756311, -54.7130484), (-16.8804845, -54.7146928), (-16.8818119, -54.7151313), (-16.8821824, -54.7152681), (-16.8850223, -54.7162276), (-16.8960152, -54.7199007), (-16.9351207, -54.732925), (-16.9365188, -54.7334362), (-16.9372569, -54.7336769), (-16.9376361, -54.7338255), (-16.9392747, -54.7344768), (-16.9400004, -54.7347476), (-16.9402633, -54.7348448), (-16.9411165, -54.735128), (-16.9424775, -54.7355739), (-16.9429786, -54.7357155), (-16.943088, -54.7357468), (-16.9448542, -54.7362393), (-16.9454839, -54.7364304), (-16.9462558, -54.7366711), (-16.9468652, -54.7368622), (-16.9485512, -54.7374497), (-16.9548794, -54.7395527), (-16.9666163, -54.7434532), (-16.9670904, -54.7436108), (-16.9708625, -54.7448638), (-16.9802985, -54.7480233), (-16.984444, -54.7494421), (-16.9868552, -54.7502673), (-16.9916476, -54.7519454), (-16.9961537, -54.7535613), (-17.0010645, -54.7552519), (-17.0052102, -54.7567318), (-17.0093608, -54.7581862), (-17.0122655, -54.7591947), (-17.0147137, -54.7600678), (-17.015855, -54.760454), (-17.0167585, -54.7607816), (-17.0189148, -54.7616563), (-17.0193687, -54.7618025)]"
885365783,yes,"[(-16.8572685, -54.7068729), (-16.857635, -54.7069962)]"
889104563,no,"[(-12.1547538, -55.5132911), (-12.1541009, -55.5133434)]"
889104564,no,"[(-12.193947, -55.5338442), (-12.1915757, -55.5327277), (-12.1907341, -55.5323213), (-12.1896042, -55.5317608), (-12.1889343, -55.5313987), (-12.1883261, -55.5310473), (-12.1872931, -55.5304116), (-12.1787067, -55.5249828), (-12.1721035, -55.5208012), (-12.1671173, -55.5176726), (-12.161968, -55.5144265), (-12.1615475, -55.5141789), (-12.1611113, -55.5139652), (-12.1603151, -55.5136505), (-12.1593306, -55.5134118), (-12.1581402, -55.5132294), (-12.1572775, -55.5131677), (-12.1562667, -55.5131851), (-12.1547538, -55.5132911)]"
889129163,yes,"[(-15.6353189, -56.0458018), (-15.6353147, -56.0457612), (-15.6353083, -56.0457346), (-15.6352867, -56.0456841), (-15.6352547, -56.0456304), (-15.6352159, -56.0455724), (-15.6350876, -56.0454693)]"
894511011,no,"[(-15.1369736, -56.5223478), (-15.1366563, -56.522322)]"
894511012,no,"[(-15.1720397, -56.5247154), (-15.1713137, -56.5246799), (-15.16387, -56.5241844), (-15.1598334, -56.5239021), (-15.1448983, -56.5228704), (-15.1439966, -56.522813), (-15.1420229, -56.5226873), (-15.1394837, -56.5225178), (-15.1369736, -56.5223478)]"
895399545,no,"[(-13.0627698, -55.9201946), (-13.062747, -55.9201729), (-13.0620162, -55.9194376)]"
900748558,yes,"[(-12.547149, -55.7108314), (-12.5470351, -55.710758)]"
900748559,yes,"[(-12.5472862, -55.7109206), (-12.5472629, -55.7109055)]"
902636247,no,"[(-15.0552818, -56.516684), (-15.0366615, -56.5154143), (-15.0274435, -56.5147858)]"
902636248,no,"[(-15.0554346, -56.5166934), (-15.0552818, -56.516684)]"
902660808,no,"[(-15.9691494, -54.9491244), (-15.9691552, -54.9493852)]"
902660809,no,"[(-15.9691552, -54.9493852), (-15.9691617, -54.949663)]"
905767503,yes,"[(-15.6476932, -56.1509498), (-15.6480005, -56.149957), (-15.6481257, -56.1495338), (-15.6482277, -56.1491966), (-15.6485441, -56.1481673), (-15.6486752, -56.1477757), (-15.648816, -56.1474518), (-15.6489106, -56.1472406)]"
905771853,yes,"[(-15.6459652, -56.1540138), (-15.6461195, -56.1537959), (-15.6463484, -56.1534696), (-15.6466361, -56.1530784), (-15.6471669, -56.1522764), (-15.6473786, -56.1518325), (-15.6475272, -56.1514731), (-15.6475408, -56.1514331), (-15.6476849, -56.1509754), (-15.6476932, -56.1509498)]"
917319654,yes,"[(-15.5858976, -56.1140741), (-15.5858898, -56.1140718)]"
921927244,yes,"[(-15.6664931, -55.960131), (-15.6665818, -55.9599148), (-15.6669348, -55.9590273), (-15.66704, -55.9588033), (-15.6672653, -55.9582977), (-15.6675351, -55.9576218), (-15.6677056, -55.9571739), (-15.6679143, -55.9567027), (-15.668337, -55.9556933), (-15.6687102, -55.9548149), (-15.6690744, -55.9539243), (-15.6692609, -55.9535274), (-15.6695043, -55.9529226), (-15.6697677, -55.952315), (-15.6700054, -55.9517826), (-15.670221, -55.9512649), (-15.6705322, -55.9505568), (-15.6708395, -55.949838), (-15.6713031, -55.9487504), (-15.6715058, -55.9482756), (-15.6717201, -55.9477888), (-15.672265, -55.946516), (-15.6734349, -55.9438071), (-15.6745499, -55.9410444), (-15.6754448, -55.939048), (-15.6757922, -55.9382462), (-15.6760505, -55.9376498), (-15.6769341, -55.9356102), (-15.6776546, -55.9342584), (-15.6777667, -55.9340137), (-15.6777928, -55.9339567), (-15.677896, -55.9337066), (-15.6782563, -55.9328342), (-15.6784862, -55.9319973), (-15.6788477, -55.93097), (-15.6803204, -55.9276467), (-15.6808362, -55.9264827), (-15.68149, -55.9250091), (-15.6820409, -55.9237675), (-15.6833762, -55.9207576), (-15.683434, -55.9206274), (-15.6843949, -55.9183227)]"
927293074,no,"[(-12.4378227, -55.6509777), (-12.4360612, -55.6496358)]"
927293075,no,"[(-12.4573523, -55.6651239), (-12.4557782, -55.6642075), (-12.4542695, -55.6633377), (-12.4522445, -55.6618616), (-12.4490515, -55.659513), (-12.4480764, -55.6587751), (-12.4465583, -55.6576241), (-12.4439086, -55.6555883)]"
927294372,no,"[(-13.0946353, -55.9459949), (-13.0960195, -55.9466083)]"
927297004,no,"[(-13.9026309, -56.0912807), (-13.9116505, -56.092435), (-13.9154452, -56.0929003)]"
927297005,no,"[(-13.9229014, -56.0938458), (-13.9286289, -56.0945955), (-13.9339162, -56.09525)]"
927297274,yes,"[(-14.571163, -56.2221603), (-14.5696425, -56.2214762), (-14.5685764, -56.2210034), (-14.5680927, -56.2207888), (-14.5670216, -56.2203138), (-14.5649447, -56.2193303), (-14.5645697, -56.2192196), (-14.5640999, -56.2191216), (-14.5636301, -56.2190876), (-14.5632592, -56.2190876), (-14.5628883, -56.2191557), (-14.5624433, -56.2192834), (-14.5619941, -56.2194793), (-14.561582, -56.2197135), (-14.5597564, -56.2209397), (-14.5586903, -56.2216981)]"
927304981,yes,"[(-15.7021897, -55.8246805), (-15.7026311, -55.806525), (-15.7027995, -55.8057435), (-15.7028483, -55.804824), (-15.7028567, -55.8046654), (-15.7028662, -55.8038101), (-15.7027862, -55.8029734), (-15.7027024, -55.8022272), (-15.7028843, -55.7960482)]"
927304982,yes,"[(-15.7022812, -55.8121813), (-15.7020773, -55.8220078)]"
927304983,yes,"[(-15.7012618, -55.8796755), (-15.7012732, -55.8788885), (-15.7012965, -55.878471), (-15.7013293, -55.8782787), (-15.7013537, -55.8780707), (-15.701378, -55.8778221), (-15.7013893, -55.8774541), (-15.701385, -55.8771398), (-15.7013289, -55.8764157)]"
